Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
"Microsoft Surface Laptop Studio Intel Core i7-11370H/16GB/512GB SSD/RTX 3050Ti/14.4"" Táctil Platino",New,Microsoft,Surface Laptop,Intel Core i7,16,512,SSD,RTX 3050,14.4,Yes,2199.01
"Medion Erazer Beast X30 Intel Core i7-12700H/32GB/1TB SSD/RTX 3070 Ti/17.3""",New,Medion,Beast,Intel Core i7,32,1000,SSD,RTX 3070,17.3,No,2599
"PcCom Revolt 3050 Intel Core i5-13500H/16GB/500GB SSD/RTX 3050/15.6"" + Windows 11 Home",New,PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 3050,15.6,No,1329.9
"PcCom Revolt 3050 Intel Core i7-13700H/16GB/500GB/RTX 3050/15.6"" + Windows 11 Home",New,PcCom,Revolt,Intel Core i7,16,500,,RTX 3050,15.6,No,1479.9
PcCom Revolt 4050 Intel Core i5-13500H/16GB/500GB SSD/RTX 4050/15.6,New,PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 4050,15.6,No,1349.9
PcCom Revolt 4050 Intel Core i5-13500H/16GB/500GB SSD/RTX 4050/15.6” + Windows 11 Home,New,PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 4050,15.6,No,1479.9
PcCom Revolt 4060 Intel Core i5-13500H/16GB/500GB SSD/RTX 4060/15.6” + Windows 11 Home,New,PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 4060,15.6,No,1679.9
PcCom Revolt 4060 Intel Core i7-13700H/16GB/500GB SSD/RTX 4060/15.6,New,PcCom,Revolt,Intel Core i7,16,500,SSD,RTX 4060,15.6,No,1699.9
PcCom Revolt 4060 Intel Core i7-13700H/16GB/500GB SSD/RTX 4060/15.6 + Windows 11 Home,New,PcCom,Revolt,Intel Core i7,16,500,SSD,RTX 4060,15.6,No,1849.9
"Lenovo Legion Pro 7 16IRX8H Intel Core i9-13900HX/32GB/1TB SSD/RTX 4090/16""",New,Lenovo,Legion,Intel Core i9,32,1000,SSD,RTX 4090,16,No,4199
PcCom Revolt 4060 Intel Core i5-13500H/16GB/500GB SSD/RTX 4060/15.6”,New,PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 4060,15.6,No,1549.9
"MSI Prestige 15 A10SC-007ES Intel Core i7-10710U/32GB/1TB SSD/GTX 1650/15.6""",New,MSI,Prestige,Intel Core i7,32,1000,SSD,GTX 1650,15.6,No,1999
PcCom Revolt 3050 Intel Core i7-13700H/16GB/1TB SSD/RTX 3050/15.6”,New,PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,1449.9
"Lenovo ThinkPad E15 Gen 4 Intel Core i7-1255U/16GB/512GB SSD/MX550/15.6""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,MX 550,15.6,No,1405.19
"ASUS ROG Strix SCAR 17 SE G733CX-LL045W Intel Core i9-12950HX/64GB/1TB+1TB SSD/RTX 3080Ti/17.3""",New,Asus,ROG,Intel Core i9,64,1000,SSD,RTX 3080,17.3,No,4299.01
"Acer ConceptD 3 Pro CN316-73P-77Y4 Intel Core i7-11800H/16 GB/1TB SSD/T1200/16""",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,16,No,1471.61
"Microsoft Surface Laptop Studio Intel Core i7-11370H/32GB/2TB SSD/RTX 3050Ti/14.4"" Táctil Platino",New,Microsoft,Surface Laptop,Intel Core i7,32,2000,SSD,RTX 3050,14.4,Yes,3199
"PcCom Revolt 3050 Intel Core i7-13700H/16GB/500GB/RTX 3050/15.6""",New,PcCom,Revolt,Intel Core i7,16,500,,RTX 3050,15.6,No,1349.9
"Acer Predator Triton 500 SE PT516-51s-75K6 Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/16""",New,Acer,Predator,Intel Core i7,32,1000,SSD,RTX 3080,16,No,2739
PcCom Revolt 3050 Intel Core i7-13700H/16GB/1TB SSD/RTX 3050/15.6 + Windows 11 Home,New,PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,1599.9
"Razer Blade 14 165Hz AMD Ryzen 9 6900HX/16GB/1TB SSD/RTX 3080Ti/14""",New,Razer,Blade,AMD Ryzen 9,16,1000,SSD,RTX 3080,14,No,4105.45
PcCom Revolt 4060 Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/15.6 + Windows 11 Home,New,PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 4060,15.6,No,1949.9
"Dell XPS 15 9520 Intel Core i7-12700H/16GB/1TB SSD/RTX3050 Ti/15.6""",New,Dell,XPS,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,2319
"LG Gram 17Z90Q Intel Core i7-1260P/32GB/512GB SSD/RTX 2050/17""",New,LG,Gram,Intel Core i7,32,512,SSD,RTX 2050,17,No,2209
"ASUS TUF GAMING A15 FA507XI-R97B47CS1 AMD Ryzen 9 7940HS/16GB/1TB SSD/RTX4070/15.6"" (PT)",New,Asus,TUF,AMD Ryzen 9,16,1000,SSD,RTX 4070,15.6,No,2017.87
"ASUS ROG Flow X16 GV601RM-M6074W AMD Ryzen 9 6900HS/16GB/1TB SSD/RTX 3060/16"" Táctil",New,Asus,ROG,AMD Ryzen 9,16,1000,SSD,RTX 3060,16,Yes,2773.31
"MSI Vector GP66HX 12UHS-204XES Intel Core i7-12800HX/32GB/1TB SSD/RTX 3080Ti/15.6""",Refurbished,MSI,Vector,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,3499
ASUS ROG Flow X16 2023 GV601VV-NF015W Intel Core i9-13900H/16GB/1TB SSD/RTX 4060/16'' Táctil,New,Asus,ROG,Intel Core i9,16,1000,SSD,RTX 4060,16,Yes,2599.01
"MSI Creator Pro Z16P B12UMST-094ES Intel Core i7-12700H/32GB/1TB SSD/RTX A5500/16"" Táctil",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX A5500,16,Yes,4399
"Acer ConceptD 3 Ezel Pro CC315-73P-73PA Intel Core i7-11800H/16GB/1TB SSD/T1200/15.6"" Táctil",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,15.6,Yes,2206.1
MSI Stealth 15 A13VF-060XES Intel Core i7-13620H/32GB/1TB SSD/RTX 4060/15.6'',New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4060,15.6,No,2184.41
"Gigabyte AORUS 5 KE4-72ES314SD Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1599
"ASUS TUF Gaming F15 TUF506HC-HN088 Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,TUF,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,769
"Apple Macbook Pro Intel Core i9/16GB/1TB SSD/Radeon Pro 5500M/16"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i9,16,1000,SSD,Radeon Pro 5500M,16,No,1899
"MSI Creator M16 B13VE-681ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4050/16""",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4050,16,No,2102.18
PcCom Revolt 4060 Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/15.6,New,PcCom,Revolt,Intel Core i7,32,1000,SSD,RTX 4060,15.6,No,1899.9
"ASUS Rog Strix G17 G713QR-K4189 AMD Ryzen 7 5800H/32GB/1TB SSD/RTX 3070/17.3""",New,Asus,ROG,AMD Ryzen 7,32,1000,SSD,RTX 3070,17.3,No,2649.44
"MSI Stealth 14 Studio A13VG-048ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/14""",New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,14,No,2699
"MSI Creator M16 A12UD-232ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3050Ti/16""",Refurbished,MSI,Creator,Intel Core i7,16,1000,SSD,RTX 3050,16,No,1749
"PcCom Revolt 3050 Intel Core i5-13500H/16GB/500GB SSD/RTX 3050/15.6""",New,PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 3050,15.6,No,1199.9
"PcCom Revolt 3060 Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/15.6""/Windows 11 Home",New,PcCom,Revolt,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,1800.01
"ASUS ROG Strix SCAR 17 2023 G733PY-LL002 AMD Ryzen 9 7945HX/32GB/1TB SSD/RTX 4090/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4090,17.3,No,3258.19
HP OMEN 16-c0030np AMD Ryzen 7-5800H/16GB/512GB SSD/RTX 3070/16.1'' (PT),New,HP,Omen,AMD Ryzen 7,16,512,SSD,RTX 3070,16.1,No,1580.62
"Acer ConceptD 3 Pro CN314-73P-77XL Intel Core i7-11800H/16GB/1TB SSD/T1200/14""",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14,No,1899
"Acer Nitro 5 AN515-46-R80A AMD Ryzen 5 6600H/16GB/512GB SSD/RTX 3050Ti/15.6""",New,Acer,Nitro,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,No,1559
"MSI Pulse GL66 12UGK-465ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/15.6""",New,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,2099
"Razer Blade 15 Advanced Model QHD Intel Core i7-11800H/16 GB/1TB SSD/RTX 3070/15.6""",New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,2800
"Razer Blade 15 OLED QHD Intel Core i9-12900H/16GB/1TB SSD/RTX 3070Ti/15.6""",New,Razer,Blade,Intel Core i9,16,1000,SSD,RTX 3070,15.6,No,3699
"Razer Blade 17 FullHD 360Hz Intel Core i7-12800H/32GB/1TB SSD/RTX 3080Ti/17.3""",New,Razer,Blade,Intel Core i7,32,1000,SSD,RTX 3080,17.3,No,4299.99
"HP ZBook Firefly 16 G9 Intel Core i7-1265U/32GB/1TB SSD/QUADRO T500/16""",New,HP,Zbook,Intel Core i7,32,1000,SSD,T 500,16,No,2149.4
"Acer ConceptD 7 Ezel CC715-72G-72AS Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/15.6"" Táctil",New,Acer,ConceptD,Intel Core i7,32,1000,SSD,RTX 3080,15.6,Yes,3691
"HP ZBook Studio G9 Intel Core i7-12700H/32GB/512GB SSD/RTX A1000/16""",New,HP,Zbook,Intel Core i7,32,512,SSD,RTX A1000,16,No,2866.16
"MSI Katana GF66 12UC-873XES Intel Core i5-12450H/16GB/512GB SSD/RTX 3050/15.6""",New,MSI,Katana,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,875.06
"MSI Pulse GL66 12UEK-034ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/15.6""",New,MSI,Pulse,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,2217.07
"HP Victus 16-e1017ns AMD Ryzen 5 6600H/16GB/512GB SSD/RTX 3050/16.1""",New,HP,Victus,AMD Ryzen 5,16,512,SSD,RTX 3050,16.1,No,1120
"HP Victus 16-E0073NS AMD Ryzen 7 5800H/8GB/512GB SSD/RX 5500M/16.1""",New,HP,Victus,AMD Ryzen 7,8,512,SSD,Radeon Pro 5500M,16.1,No,982
"Lenovo ThinkPad P16s Gen 1 Intel Core i7-1260P/32GB/1TB SSD/Quadro T550/16""",New,Lenovo,ThinkPad,Intel Core i7,32,1000,SSD,T 550,16,No,2575
"Lenovo Thinkpad P17 Gen 2 Intel Core i7-11850H/32GB/1TB SSD/RTX A3000/17.3""",New,Lenovo,ThinkPad,Intel Core i7,32,1000,SSD,RTX A3000,17.3,No,3496.86
"MSI Katana 17 B13VEK-298ES Intel Core i7-13620H/16GB/1TB SSD/RTX 4050/17.3""",New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4050,17.3,No,1496.56
"MSI Pulse GL66 12UEK-086XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1649
"Asus ROG Zephyrus M GU603HR-K8009T Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/16""",Refurbished,Asus,ROG,Intel Core i7,32,1000,SSD,RTX 3070,16,No,2599
"MSI Creator Z17 HX Studio A13VGT-044ES Intel Core i9-13950HX/32GB/1TB SSD/RTX 4070/17"" Táctil",New,MSI,Creator,Intel Core i9,32,1000,SSD,RTX 4070,17,Yes,3175.35
"MSI Katana 17 B13VEK-294XES Intel Core i7-13620H/16GB/1TB SSD/RTX 4050/17.3""",New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4050,17.3,No,1496.56
"Microsoft Surface Laptop Studio Intel Core i7-11370H/32GB/1TB SSD/RTX 3050Ti/14.4"" Táctil Platino",New,Microsoft,Surface Laptop,Intel Core i7,32,1000,SSD,RTX 3050,14.4,Yes,2799
"Lenovo Legion Pro 7 16IRX8H Intel Core i9-13900HX/32GB/1TB SSD/RTX 4080/16""",New,Lenovo,Legion,Intel Core i9,32,1000,SSD,RTX 4080,16,No,4580.73
"ASUS ProArt StudioBook Pro 16 OLED W7600Z3A-L2022X Intel Core i7-12700H/32GB/1TB SSD/RTX A3000/16""",New,Asus,ProArt,Intel Core i7,32,1000,SSD,RTX A3000,16,No,2846
"Acer Predator Helios 300 PH315-54 Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",New,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,1849
"Lenovo ThinkPad P15 Gen 1 Intel Core i7-10750H/16GB/512GB SSD/Quadro T2000/15.6""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,T 2000,15.6,No,1670.01
"Acer Nitro 5 AN517-54-9875 Intel Core i9-11900H/16GB/512GB SSD/RTX 3060/17.3""",New,Acer,Nitro,Intel Core i9,16,512,SSD,RTX 3060,17.3,No,1495.69
"Asus ROG Zephyrus G15 GA503QR-HQ007T AMD Ryzen 7 5800HS/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3070,15.6,No,1600
"Lenovo Legion 5 15IAH7H Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/15.6""",New,Lenovo,Legion,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1830
"Lenovo ThinkPad P15v Gen 3 Intel Core i7-12700H/16GB/512GB SSD/Quadro T600/15.6""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,T 600,15.6,No,2260.99
"MSI Vector GP77 13VG-068XPT Intel Core  i7-13700H/32GB/1TB SSD/RTX4070/17.3"" (PT)",New,MSI,Vector,Intel Core i7,32,1000,SSD,RTX 4070,17.3,No,2660.55
"Lenovo ThinkPad P1 Gen 3 Intel Core i7-10750H/16GB/512GB SSD/Quadro T1000/15.6""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,T 1000,15.6,No,1857
"ASUS TUF Gaming A15 TUF507NV-LP042 AMD Ryzen 7 7735HS/16GB/1TB SSD/RTX 4060/15.6""",New,Asus,TUF,AMD Ryzen 7,16,1000,SSD,RTX 4060,15.6,No,1335.01
"ASUS ROG Flow X16 GV601RW-M5041W AMD Ryzen 9 6900HS/32GB/1TB SSD/RTX 3070Ti/16"" Táctil",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3070,16,Yes,3299
"Apple Macbook Pro Intel Core i7/16GB/512GB SSD/Radeon Pro 5300M/16"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i7,16,512,SSD,Radeon Pro 5300M,16,No,1093.69
"Lenovo Legion Pro 5 16IRX8 Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/16""",New,Lenovo,Legion,Intel Core i7,32,1000,SSD,RTX 4060,16,No,2199.01
PcCom Revolt 4060 Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/15.6,New,PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 4060,15.6,No,1799.9
"Apple Macbook Pro Intel Core i9/32GB/2TB SSD/Radeon Pro 5500M/16"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i9,32,2000,SSD,Radeon Pro 5500M,16,No,2755
"MSI Prestige 16 A12UD-221XES Intel Core i7-1280P/16GB/1TB SSD/RTX 3050Ti/16"" + M31 Ratón Óptico 3600DPI",New,MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 3050,16,No,1912.01
"ASUS VivoBook Pro 15 OLED K3500PC-L1293 Intel Core i5-11300H/16 GB/512GB SSD/RTX 3050/15.6""",Refurbished,Asus,VivoBook,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1099
"ASUS ROG Strix G17  G713PV-R97B46CB1 AMD Ryzen 9 7945HX/16GB/1TB SSD/RTX4060/17.3"" (PT)",New,Asus,ROG,AMD Ryzen 9,16,1000,SSD,RTX 4060,17.3,No,2203.07
"Lenovo ThinkPad P14s Gen 3 Intel Core i7-1260P/32GB/1TB SSD/Quadro T550/14""",New,Lenovo,ThinkPad,Intel Core i7,32,1000,SSD,T 550,14,No,2539
"HP Victus 16-E0069NS AMD Ryzen 5 5600H/8GB/512GB SSD/GTX 1650/16.1""",New,HP,Victus,AMD Ryzen 5,8,512,SSD,GTX 1650,16.1,No,845.48
MSI Katana 17 B13VFK-439PT Intel Core i7-13620H/16GB/1TB SSD/RTX 4060/17.3'' (PT),New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4060,17.3,No,1927.84
"MSI Katana GF66 12UGS-665XES Intel Core i7-12700H/32GB/1TB SSD/RTX3070Ti/15.6""",Refurbished,MSI,Katana,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1899
"ASUS TUF Dash F15 TUF517ZM-HN078 Intel Core i7-12650H/16GB/512GB SSD/RTX 3060/15.6""",New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1095
"MSI Raider GE78HX 13VH-065ES Intel Core i9-13950HX/32GB/2TB SSD/RTX 4080/17""",New,MSI,Raider,Intel Core i9,32,2000,SSD,RTX 4080,17,No,7150.47
"Lenovo LOQ 15IRH8-279 Intel Core i5-13500H/16GB/512GB SSD/RTX4060/15.6"" (PT)",New,Lenovo,LOQ,Intel Core i5,16,512,SSD,RTX 4060,15.6,No,1498.33
"ASUS TUF Gaming F15 FX506HE-HN012 Intel Core i5-11400H/16 GB/512GB SSD/RTX 3050Ti/15.6""",Refurbished,Asus,TUF,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,949
"Asus ROG Zephyrus G14 GA401IU-HA123T AMD Ryzen 9 4900HS/16GB/1TB SSD/GTX 1660 Ti/14""",Refurbished,Asus,ROG,AMD Ryzen 9,16,1000,SSD,GTX 1660,14,No,1277.64
"MSI Creator Z17 A12UGST-040ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070 Ti/17"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3070,17,Yes,3099
"MSI Pulse GL76 12UEK-245XES Intel Core i9-12900H/32GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i9,32,1000,SSD,RTX 3060,17.3,No,1999
"ASUS ROG Flow Z13 2022 GZ301ZE-LD183W Intel Core i9-12900H/16GB/1TB SSD/RTX 3050Ti/13.4"" Táctil",Refurbished,Asus,ROG,Intel Core i9,16,1000,SSD,RTX 3050,13.4,Yes,1899
"ASUS ROG Strix G15 G513RM-HQ262 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,1299
"ASUS TUF Gaming A15 2023 FA507NV-LP031W AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4060/15.6"" + Gamepad para Xbox Series Negro",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4060,15.6,No,1409
"Acer Nitro 5 AN515-58-7365 Intel Core i7-12700H/16GB/512GB SSD/RTX 3050Ti/15.6""",Refurbished,Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1299
"Acer Predator Helios 300 PH317-55-74GD Intel Core i7-11800H/16GB/1TB SSD/RTX3060/17.3""",Refurbished,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,1498.14
"Acer Predator Triton 500 SE PT516-51s-77EQ Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16""",Refurbished,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,16,No,1106.09
"Apple Macbook Pro Intel Core i9/16GB/1TB SSD/Radeon Pro 5500M/16"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i9,16,1000,SSD,Radeon Pro 5500M,16,No,1924.9
"Asus TUF Gaming F15 FX506HM-HN014 Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Asus,TUF,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,905.84
"HP OMEN 16-c0043ns AMD Ryzen 7 5800H/16GB/512GB SSD/RX 6600M/16.1""",Refurbished,HP,Omen,AMD Ryzen 7,16,512,SSD,Radeon RX 6600M,16.1,No,634.34
"HP Omen 16-B0048NS Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16.1""",Refurbished,HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,1447.64
"HP Victus 16-E0006NP AMD Ryzen 7 5800H 8GB/512GB/RTX3050/16,1"" (PT)",Refurbished,HP,Victus,AMD Ryzen 7,8,512,,RTX 3050,16.1,No,829.19
"MSI Creator Pro Z17 A12UMST-202ES Intel Core i7-12700H/32GB/1TB SSD/RTX A5500/17"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX A5500,17,Yes,4499
MSI GP76 Leopard 10UG-055XPT Intel Core i7-10870H/16GB/1TB SSD/RTX 3070/17.3'' (PT),Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1599
"MSI Prestige 14 A11SCX-060ES Intel Core i7-1185G7/16GB/1TB SSD/GTX 1650/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,SSD,GTX 1650,14,No,1649
"MSI Prestige 14 A12UC-230XES Intel Core i7-1280P/16GB/512GB SSD/RTX3050/14""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,RTX 3050,14,No,1399
"MSI Raider GE67HX 12UGS-023ES Intel Core i9-12900HX/32GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Raider,Intel Core i9,32,1000,SSD,RTX 3070,15.6,No,3299
MSI Stealth 15M B12UE-029XPT Intel Core i7-1260P/32GB/1TB SSD/RTX 3060/15.6'' (PT),Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,1322.09
"Razer Blade 15 Advanced Model 4K 144Hz Intel Core i9-12900H/32GB/1TB SSD/RTX 3080Ti/15.6""",Refurbished,Razer,Blade,Intel Core i9,32,1000,SSD,RTX 3080,15.6,No,4399.99
"Razer Blade 15 Advanced Model FullHD 360Hz Intel Core i7-12800H/32GB/1TB SSD/RTX 3080Ti/15.6""",Refurbished,Razer,Blade,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,4099.99
"ASUS ROG Zephyrus G15 GA503RM-HQ079W AMD Ryzen 7 6800HS/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,2199
"Acer Predator Helios 300 PH315-53-79C2 Intel Core i7-10750H/16GB/1TB SSD/RTX 3080/15.6""",Refurbished,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3080,15.6,No,1999
"Gigabyte AORUS 17 XE4-73ES514SH Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,2399
"MSI Katana GF76 12UD-035ES Intel Core i7-12700H/16 GB/1TB SSD/RTX 3050Ti/17.3""",Refurbished,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3050,17.3,No,1599
"MSI Prestige 14 A10RAS-081ES Intel Core i7-10510U/16GB/1TB SSD/MX330/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,SSD,MX 330,14,No,1278.99
"MSI Prestige 15 A12UC-200XES Intel Core i7-1280P/16GB/512GB SSD/RTX 3050/15.6""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1399
"MSI Prestige 16 A12UD-219XES Intel Core i7-1280P/32GB/1TB SSD/RTX 3050Ti/16""",Refurbished,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 3050,16,No,1375.14
"MSI Raider GE67HX 12UHS-030ES Intel Core i7-12800HX/32GB/1TB SSD/RTX 3080Ti/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,3799
"Medion Erazer Deputy P10 MD62132 Intel Core i5-10300H/8GB/512GB SSD/GTX 1660Ti/15.6"" + Crucial SO-DIMM DDR4 8GB 3200MHz",New,Medion,Deputy,Intel Core i5,8,512,SSD,GTX 1660,15.6,No,1029
"Razer Blade 15 Advanced Model FullHD 360Hz Intel Core i7-12800H/16GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,3299.99
"ASUS  ROG Zephyrus M16 GU604VI-93D47PB1 Intel Core i9-13900H/32GB/1TB SSD/RTX 4070/16"" (PT)",New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16,No,3456.44
ASUS ROG Strix SCAR 18 G834JY-93B49PB1 Intel Core i9-13980HX/64GB/2TB SSD/RTX 4090/16'' (PT),New,Asus,ROG,Intel Core i9,64,2000,SSD,RTX 4090,16,No,5758.14
"ASUS ROG Strix Scar 17 G733PZ-R97B48PB1  AMD Ryzen 9 7945HX/32GB/1TB SSD/RTX 4080/17.3"" (PT)",New,Asus,ROG,AMD Radeon 9,32,1000,SSD,RTX 4080,17.3,No,4753.32
HP OMEN 16-b1002np Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16.1'' (PT),New,HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,1887.39
HP Victus 16-d1027np Intel Core i5-12500H/8GB/512GB SSD/RTX 3050Ti/16.1'' (PT),New,HP,Victus,Intel Core i5,8,512,SSD,RTX 3050,16.1,No,1438.68
"ASUS ExpertBook B6 Flip B6602FC2-MH0248X Intel Core i7-12850HX/16GB/512GB SSD/RTX A2000/16"" Táctil",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,RTX A2000,16,Yes,2499
"ASUS ROG Flow X13 GV301QC-K6120T AMD Ryzen 9 5980HS/32GB/1TB SSD/RTX 3050/13.4"" Táctil",New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3050,13.4,Yes,3943.37
"ASUS ROG Flow X13 GV301RC-LJ076W AMD Ryzen 7 6800HS/16GB/1TB SSD/RTX 3050/13.4"" Táctil",New,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3050,13.4,Yes,2086.72
"ASUS ROG Flow X13 GV301RE-LJ057W AMD Ryzen 9 6900HS/32GB/1TB SSD/RTX 3050Ti/13.4"" Táctil",New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3050,13.4,Yes,3834.15
ASUS ROG Strix G15 G513IE AMD Ryzen 7 4800H/16GB/512GB SSD/RTX 3050/15.6'' (PT),New,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,1036.46
